"UID","Xsugg","Ysugg","Type"
,707296.90,3972024.10,"tract"
,707295.30,3971970.10,"tract"
,707242.60,3972249.20,"tract"
,707225.30,3972180.30,"tract"
,707225.90,3972164.90,"tract"
,707243.30,3971666.20,"tract"
,707177.30,3970972.00,"tract"
,707267.00,3970971.70,"tract"
,707201.40,3970972.70,"tract"
,707289.20,3970972.20,"tract"
,707216.60,3970971.60,"tract"
,707256.60,3970973.00,"tract"
,707226.80,3970972.70,"tract"
,707343.50,3970955.80,"tract"
,707517.60,3970576.50,"tract"
,706751.50,3970735.00,"tract"
,709566.70,3970568.50,"tract"
,709567.30,3970514.20,"tract"
,709537.30,3970490.70,"tract"
,709541.10,3970491.60,"tract"
,709559.50,3970491.20,"tract"
,709553.30,3970490.50,"tract"
,709566.90,3970491.80,"tract"
,709538.30,3970490.80,"tract"
,709538.30,3970491.30,"tract"
,709532.60,3970490.30,"tract"
,709542.40,3970491.70,"tract"
,709541.20,3970490.80,"tract"
,709542.30,3970491.70,"tract"
,709537.80,3970462.10,"tract"
,709565.90,3970447.60,"tract"
,709615.40,3971217.60,"tract"
,709615.40,3971219.90,"tract"
,709615.10,3971197.80,"tract"
,709614.00,3971165.10,"tract"
,709599.60,3971078.40,"tract"
,709599.90,3971117.40,"tract"
,709600.40,3971090.60,"tract"
,709599.60,3971119.00,"tract"
,709601.30,3971136.90,"tract"
,709600.70,3971119.70,"tract"
,709600.40,3971126.10,"tract"
,709600.60,3971067.10,"tract"
,709599.90,3971051.00,"tract"
,709613.90,3971090.90,"tract"
,709614.60,3971107.80,"tract"
,709615.20,3971121.90,"tract"
,709614.10,3971129.10,"tract"
,709615.10,3971090.70,"tract"
,709615.30,3971111.40,"tract"
,709613.70,3971127.50,"tract"
,709613.90,3971091.30,"tract"
,709615.50,3971085.70,"tract"
,709615.20,3971072.00,"tract"
,709614.20,3971113.10,"tract"
,709615.30,3971142.50,"tract"
,709699.90,3970981.40,"tract"
,709642.90,3970999.00,"tract"
,709656.10,3970916.10,"tract"
,709656.60,3970914.90,"tract"
,709657.70,3970924.50,"tract"
,709599.70,3970898.90,"tract"
,709601.20,3970848.30,"tract"
,709629.60,3970756.90,"tract"
,709628.10,3970719.60,"tract"
,709628.50,3970739.00,"tract"
,709642.00,3970802.00,"tract"
,709614.80,3970655.00,"tract"
,709613.70,3970642.90,"tract"
,709627.90,3970696.00,"tract"
,709629.60,3970714.30,"tract"
,709628.40,3970525.10,"tract"
,709628.10,3970613.50,"tract"
,709642.60,3970581.40,"tract"
,709685.00,3970779.40,"tract"
,709779.00,3970789.70,"tract"
,709777.60,3970767.20,"tract"
,709672.20,3970652.80,"tract"
,709715.20,3970532.30,"tract"
,709714.10,3970481.80,"tract"
,709714.90,3970570.20,"tract"
,709728.80,3970459.10,"tract"
,709730.10,3970393.20,"tract"
,709728.80,3970431.20,"tract"
,709729.70,3970383.40,"tract"
,709729.80,3970444.80,"tract"
,709715.10,3970433.90,"tract"
,709715.30,3970446.80,"tract"
,709714.50,3970423.80,"tract"
,709714.50,3970396.80,"tract"
,709714.00,3970446.00,"tract"
,709714.50,3970404.50,"tract"
,709715.10,3970463.80,"tract"
,709714.80,3970398.10,"tract"
,709714.30,3970386.20,"tract"
,709713.80,3970409.60,"tract"
,709713.80,3970464.20,"tract"
,709715.60,3970391.20,"tract"
,709714.60,3970428.80,"tract"
,709715.60,3970451.60,"tract"
,709714.20,3970430.40,"tract"
,709713.70,3970425.20,"tract"
,709714.70,3970422.90,"tract"
,709713.90,3970453.90,"tract"
,709699.40,3970461.90,"tract"
,709699.50,3970408.70,"tract"
,709700.90,3970434.60,"tract"
,709699.40,3970421.60,"tract"
,709701.00,3970406.90,"tract"
,709700.20,3970455.60,"tract"
,709700.10,3970402.50,"tract"
,709685.20,3970392.20,"tract"
,709685.00,3970405.00,"tract"
,709685.40,3970440.50,"tract"
,709686.00,3970383.60,"tract"
,709670.80,3970386.00,"tract"
,709729.80,3970368.10,"tract"
,709728.90,3970373.00,"tract"
,709729.00,3970372.30,"tract"
,709728.30,3970352.50,"tract"
,709728.20,3970375.30,"tract"
,709728.90,3970360.50,"tract"
,709728.20,3970370.60,"tract"
,709728.70,3970376.10,"tract"
,709729.50,3970362.50,"tract"
,709729.30,3970351.10,"tract"
,709728.50,3970362.60,"tract"
,709729.90,3970374.30,"tract"
,709729.60,3970363.30,"tract"
,709729.10,3970354.20,"tract"
,709728.90,3970361.40,"tract"
,709729.40,3970351.70,"tract"
,709728.50,3970356.10,"tract"
,709729.90,3970351.60,"tract"
,709728.60,3970377.50,"tract"
,709730.00,3970373.40,"tract"
,709728.90,3970371.80,"tract"
,709728.70,3970357.70,"tract"
,709728.60,3970365.40,"tract"
,709728.80,3970369.10,"tract"
,709728.30,3970362.10,"tract"
,709728.60,3970361.70,"tract"
,709729.50,3970353.00,"tract"
,709728.40,3970357.90,"tract"
,709729.90,3970353.10,"tract"
,709729.20,3970359.20,"tract"
,709714.40,3970357.00,"tract"
,709715.30,3970374.70,"tract"
,709699.30,3970356.00,"tract"
,709700.80,3970365.30,"tract"
,709685.70,3970352.10,"tract"
,709685.30,3970356.50,"tract"
,709685.50,3970368.40,"tract"
,709686.40,3970377.00,"tract"
,709571.40,3970359.00,"tract"
,709568.30,3970358.20,"tract"
,709583.10,3970358.90,"tract"
,709570.00,3970358.50,"tract"
,709578.30,3970358.30,"tract"
,709575.50,3970359.00,"tract"
,709581.70,3970358.20,"tract"
,709576.00,3970375.10,"tract"
,709559.50,3970374.60,"tract"
,709570.30,3970374.10,"tract"
,709576.60,3970374.20,"tract"
,709564.80,3970374.30,"tract"
,709577.60,3970374.60,"tract"
,709572.00,3970373.70,"tract"
,709576.40,3970374.30,"tract"
,709578.90,3970374.10,"tract"
,709567.40,3970373.20,"tract"
,709559.00,3970373.60,"tract"
,709579.20,3970374.60,"tract"
,709575.70,3970374.40,"tract"
,709577.30,3970375.00,"tract"
,709564.00,3970373.50,"tract"
,709578.10,3970374.60,"tract"
,709569.50,3970373.50,"tract"
,709562.10,3970374.30,"tract"
,709581.30,3970373.10,"tract"
,709566.50,3970375.00,"tract"
,709560.10,3970374.30,"tract"
,709582.80,3970375.00,"tract"
,709576.40,3970374.30,"tract"
,709570.80,3970373.90,"tract"
,709559.50,3970373.60,"tract"
,709567.20,3970373.40,"tract"
,709573.80,3970374.00,"tract"
,709571.10,3970374.20,"tract"
,709559.60,3970374.30,"tract"
,709565.20,3970374.20,"tract"
,709559.30,3970373.50,"tract"
,709578.20,3970374.40,"tract"
,709543.70,3970344.00,"tract"
,709546.80,3970342.50,"tract"
,709552.90,3970343.90,"tract"
,709573.40,3970342.40,"tract"
,709564.00,3970344.00,"tract"
,709563.90,3970342.50,"tract"
,709558.50,3970343.30,"tract"
,709542.50,3970343.20,"tract"
,709575.30,3970343.30,"tract"
,709542.20,3970343.80,"tract"
,709547.00,3970343.40,"tract"
,709562.10,3970342.10,"tract"
,709563.20,3970342.60,"tract"
,709536.30,3970342.40,"tract"
,709544.80,3970343.80,"tract"
,709545.40,3970343.60,"tract"
,709577.30,3970342.60,"tract"
,709577.80,3970343.00,"tract"
,709561.60,3970342.30,"tract"
,709533.10,3970343.30,"tract"
,709570.10,3970342.30,"tract"
,709560.80,3970342.60,"tract"
,709567.30,3970343.80,"tract"
,709578.60,3970343.30,"tract"
,709557.90,3970342.80,"tract"
,709541.70,3970342.70,"tract"
,709561.50,3970343.30,"tract"
,709539.20,3970343.00,"tract"
,709552.40,3970343.40,"tract"
,709577.70,3970343.00,"tract"
,709550.20,3970343.00,"tract"
,709562.20,3970342.50,"tract"
,709536.70,3970343.30,"tract"
,709565.00,3970343.80,"tract"
,709569.20,3970343.40,"tract"
,709552.50,3970343.00,"tract"
,709535.50,3970342.40,"tract"
,709538.90,3970343.70,"tract"
,709568.10,3970343.80,"tract"
,709566.40,3970342.20,"tract"
,709545.00,3970342.20,"tract"
,709558.80,3970343.90,"tract"
,709572.70,3970342.10,"tract"
,709556.50,3970343.20,"tract"
,709556.50,3970342.70,"tract"
,709546.20,3970343.50,"tract"
,709568.60,3970343.00,"tract"
,709534.30,3970343.70,"tract"
,709533.20,3970343.70,"tract"
,709538.70,3970342.80,"tract"
,709571.40,3970343.60,"tract"
,709546.40,3970342.40,"tract"
,709571.60,3970343.80,"tract"
,709574.70,3970343.80,"tract"
,709556.80,3970344.00,"tract"
,709561.60,3970327.50,"tract"
,709557.60,3970327.60,"tract"
,709580.80,3970327.90,"tract"
,709579.40,3970327.00,"tract"
,709578.00,3970328.40,"tract"
,709550.10,3970328.70,"tract"
,709567.00,3970326.80,"tract"
,709551.30,3970327.00,"tract"
,709563.80,3970326.80,"tract"
,709540.50,3970328.00,"tract"
,709578.60,3970326.80,"tract"
,709566.30,3970328.20,"tract"
,709570.90,3970327.40,"tract"
,709560.60,3970326.70,"tract"
,709562.20,3970327.60,"tract"
,709578.00,3970327.40,"tract"
,709567.20,3970327.10,"tract"
,709564.10,3970327.50,"tract"
,709537.40,3970327.60,"tract"
,709570.70,3970327.40,"tract"
,709557.80,3970328.30,"tract"
,709548.00,3970327.80,"tract"
,709573.20,3970327.50,"tract"
,709535.80,3970328.40,"tract"
,709560.60,3970327.80,"tract"
,709576.50,3970328.50,"tract"
,709569.90,3970328.50,"tract"
,709543.70,3970328.60,"tract"
,709582.10,3970327.70,"tract"
,709563.20,3970327.50,"tract"
,709573.70,3970327.90,"tract"
,709575.20,3970327.40,"tract"
,709544.90,3970328.70,"tract"
,709537.60,3970328.00,"tract"
,709559.20,3970327.80,"tract"
,709545.10,3970328.30,"tract"
,709553.90,3970328.70,"tract"
,709572.30,3970328.10,"tract"
,709549.70,3970328.40,"tract"
,709568.70,3970328.20,"tract"
,709581.60,3970328.20,"tract"
,709565.00,3970327.40,"tract"
,709545.50,3970328.60,"tract"
,709550.20,3970327.80,"tract"
,709540.80,3970327.00,"tract"
,709553.50,3970328.30,"tract"
,709547.50,3970327.40,"tract"
,709545.90,3970327.10,"tract"
,709550.70,3970327.20,"tract"
,709546.10,3970328.70,"tract"
,709581.30,3970328.40,"tract"
,709546.30,3970328.40,"tract"
,709574.00,3970328.60,"tract"
,709545.70,3970327.20,"tract"
,709576.90,3970327.50,"tract"
,709548.70,3970327.00,"tract"
,709537.80,3970327.20,"tract"
,709574.20,3970328.20,"tract"
,709537.40,3970327.20,"tract"
,709581.20,3970328.40,"tract"
,709551.50,3970328.30,"tract"
,709551.30,3970328.60,"tract"
,709563.40,3970328.10,"tract"
,709534.00,3970327.20,"tract"
,709543.80,3970327.90,"tract"
,709560.90,3970327.00,"tract"
,709538.70,3970327.60,"tract"
,709569.80,3970328.30,"tract"
,709577.10,3970327.20,"tract"
,709536.40,3970326.70,"tract"
,709541.20,3970326.90,"tract"
,709568.00,3970327.50,"tract"
,709581.70,3970327.80,"tract"
,709575.20,3970328.50,"tract"
,709577.10,3970328.40,"tract"
,709535.60,3970327.10,"tract"
,709573.20,3970326.80,"tract"
,709576.00,3970328.10,"tract"
,709556.60,3970328.20,"tract"
,709535.00,3970328.30,"tract"
,709580.00,3970327.70,"tract"
,709553.10,3970326.70,"tract"
,709559.90,3970327.30,"tract"
,709562.70,3970328.40,"tract"
,709570.90,3970327.40,"tract"
,709563.90,3970328.10,"tract"
,709571.20,3970328.70,"tract"
,709573.70,3970328.20,"tract"
,709575.90,3970327.10,"tract"
,709539.40,3970327.90,"tract"
,709551.40,3970328.20,"tract"
,709553.80,3970328.40,"tract"
,709565.10,3970327.50,"tract"
,709550.70,3970328.40,"tract"
,709562.70,3970312.30,"tract"
,709548.60,3970311.40,"tract"
,709573.80,3970312.30,"tract"
,709546.90,3970311.80,"tract"
,709583.20,3970312.30,"tract"
,709572.40,3970312.10,"tract"
,709566.70,3970312.90,"tract"
,709555.20,3970311.70,"tract"
,709557.50,3970311.50,"tract"
,709565.00,3970312.30,"tract"
,709579.60,3970312.70,"tract"
,709539.30,3970312.60,"tract"
,709544.70,3970311.30,"tract"
,709539.20,3970311.40,"tract"
,709539.40,3970312.00,"tract"
,709547.60,3970311.50,"tract"
,709557.40,3970313.20,"tract"
,709561.30,3970311.90,"tract"
,709574.00,3970311.60,"tract"
,709552.90,3970312.80,"tract"
,709585.20,3970311.40,"tract"
,709539.80,3970312.50,"tract"
,709564.50,3970311.60,"tract"
,709569.80,3970311.60,"tract"
,709571.90,3970312.20,"tract"
,709578.00,3970313.00,"tract"
,709546.10,3970312.50,"tract"
,709584.30,3970312.80,"tract"
,709579.10,3970312.60,"tract"
,709573.80,3970311.50,"tract"
,709542.80,3970312.30,"tract"
,709577.10,3970311.80,"tract"
,709575.50,3970311.60,"tract"
,709573.30,3970313.00,"tract"
,709544.10,3970313.20,"tract"
,709547.50,3970311.70,"tract"
,709553.80,3970313.30,"tract"
,709558.30,3970312.90,"tract"
,709575.80,3970297.80,"tract"
,709583.40,3970296.80,"tract"
,709556.70,3970296.00,"tract"
,709565.80,3970296.30,"tract"
,709580.60,3970296.80,"tract"
,709558.60,3970297.40,"tract"
,709551.00,3970297.20,"tract"
,709564.80,3970296.50,"tract"
,709542.70,3970296.50,"tract"
,709569.20,3970296.10,"tract"
,709556.10,3970296.20,"tract"
,709580.30,3970297.90,"tract"
,709528.80,3970208.00,"tract"
,709545.10,3970207.90,"tract"
,709570.70,3970207.80,"tract"
,709585.20,3970207.70,"tract"
,709559.90,3970208.40,"tract"
,709573.30,3970208.70,"tract"
,709595.50,3970208.90,"tract"
,709571.30,3970208.50,"tract"
,709543.90,3970208.60,"tract"
,709575.10,3970207.90,"tract"
,709586.70,3970207.30,"tract"
,709546.20,3970208.80,"tract"
,709573.40,3970223.30,"tract"
,709583.90,3970223.30,"tract"
,709580.50,3970223.30,"tract"
,709567.00,3970221.70,"tract"
,709537.20,3970222.80,"tract"
,709561.60,3970222.50,"tract"
,709536.60,3970221.90,"tract"
,709541.80,3970221.80,"tract"
,709593.00,3970223.30,"tract"
,709579.10,3970222.00,"tract"
,709556.70,3970223.40,"tract"
,709541.00,3970222.00,"tract"
,709556.70,3970236.60,"tract"
,709560.20,3970236.80,"tract"
,709532.10,3970237.90,"tract"
,709585.90,3970236.80,"tract"
,709577.30,3970236.50,"tract"
,709587.00,3970236.70,"tract"
,709575.90,3970237.60,"tract"
,709569.50,3970237.30,"tract"
,709540.00,3970238.00,"tract"
,709562.10,3970252.90,"tract"
,709567.60,3970251.20,"tract"
,709568.30,3970251.00,"tract"
,709576.50,3970252.50,"tract"
,709535.50,3970252.90,"tract"
,709547.00,3970252.70,"tract"
,709535.50,3970251.70,"tract"
,709589.90,3970252.60,"tract"
,709550.40,3970252.80,"tract"
,709582.70,3970252.10,"tract"
,709553.50,3970252.50,"tract"
,709583.50,3970251.80,"tract"
,709586.30,3970252.30,"tract"
,709589.70,3970251.00,"tract"
,709536.70,3970252.20,"tract"
,709544.70,3970252.50,"tract"
,709540.50,3970266.70,"tract"
,709541.30,3970265.70,"tract"
,709589.50,3970266.00,"tract"
,709539.00,3970265.70,"tract"
,709539.90,3970265.90,"tract"
,709564.60,3970265.90,"tract"
,709546.80,3970267.10,"tract"
,709577.60,3970267.10,"tract"
,709560.10,3970266.60,"tract"
,709580.10,3970266.50,"tract"
,709574.30,3970267.10,"tract"
,709576.20,3970267.10,"tract"
,709572.70,3970266.60,"tract"
,709550.30,3970265.80,"tract"
,709566.30,3970266.10,"tract"
,709552.50,3970266.30,"tract"
,709577.50,3970266.90,"tract"
,709573.90,3970266.00,"tract"
,709558.50,3970266.10,"tract"
,709544.60,3970266.20,"tract"
,709580.00,3970266.90,"tract"
,709547.00,3970265.60,"tract"
,709549.10,3970267.00,"tract"
,709558.30,3970267.10,"tract"
,709553.70,3970267.30,"tract"
,709541.00,3970267.10,"tract"
,709563.40,3970192.20,"tract"
,709547.20,3970192.90,"tract"
,709558.80,3970193.60,"tract"
,709584.30,3970193.70,"tract"
,709537.40,3970192.30,"tract"
,709585.20,3970193.70,"tract"
,709558.20,3970193.60,"tract"
,709557.60,3970193.60,"tract"
,709566.70,3970193.00,"tract"
,709549.90,3970192.90,"tract"
,709542.70,3970177.70,"tract"
,709574.60,3970178.60,"tract"
,709589.60,3970177.50,"tract"
,709541.60,3970177.10,"tract"
,709595.10,3970177.90,"tract"
,709554.90,3970162.10,"tract"
,709552.60,3970163.00,"tract"
,709541.90,3970162.40,"tract"
,709567.80,3970162.20,"tract"
,709582.00,3970162.90,"tract"
,709573.20,3970163.00,"tract"
,709580.70,3970162.10,"tract"
,709562.10,3970162.80,"tract"
,709550.10,3970162.50,"tract"
,709586.70,3970161.20,"tract"
,709581.50,3970163.20,"tract"
,709578.00,3970161.40,"tract"
,709579.40,3970147.40,"tract"
,709570.90,3970147.50,"tract"
,709580.60,3970145.90,"tract"
,709548.30,3970146.30,"tract"
,709592.10,3970146.20,"tract"
,709569.50,3970147.10,"tract"
,709564.50,3970147.20,"tract"
,709544.30,3970145.90,"tract"
,709560.00,3970130.90,"tract"
,709553.60,3970132.00,"tract"
,709518.30,3970132.00,"tract"
,709526.80,3970131.30,"tract"
,709941.20,3970110.10,"tract"
,709962.80,3970122.00,"tract"
,709936.90,3970106.60,"tract"
,709956.80,3970118.30,"tract"
,709934.70,3970106.10,"tract"
,709582.90,3970342.40,"tract"
,709633.40,3970343.10,"tract"
,709628.80,3970342.90,"tract"
,709599.60,3970343.20,"tract"
,709587.60,3970343.00,"tract"
,709601.80,3970342.20,"tract"
,709593.10,3970343.70,"tract"
,709580.30,3970343.80,"tract"
,709585.50,3970342.80,"tract"
,709597.20,3970343.90,"tract"
,709617.00,3970343.10,"tract"
,709629.20,3970342.50,"tract"
,709593.00,3970343.20,"tract"
,709596.40,3970343.00,"tract"
,709593.50,3970342.50,"tract"
,709629.50,3970342.50,"tract"
,709613.00,3970343.10,"tract"
,709595.20,3970343.70,"tract"
,709590.50,3970343.10,"tract"
,709590.90,3970343.20,"tract"
,709624.40,3970344.00,"tract"
,709610.90,3970343.80,"tract"
,709611.90,3970343.60,"tract"
,709619.00,3970343.80,"tract"
,709582.00,3970343.20,"tract"
,709582.50,3970342.70,"tract"
,709620.60,3970343.70,"tract"
,709618.60,3970343.60,"tract"
,709587.00,3970342.90,"tract"
,709628.80,3970343.90,"tract"
,709591.30,3970344.00,"tract"
,709622.50,3970343.20,"tract"
,709612.30,3970343.70,"tract"
,709599.10,3970342.20,"tract"
,709624.80,3970343.50,"tract"
,709583.90,3970342.20,"tract"
,709634.20,3970343.70,"tract"
,709627.70,3970342.90,"tract"
,709583.30,3970343.20,"tract"
,709625.90,3970344.00,"tract"
,709596.60,3970343.50,"tract"
,709621.50,3970343.50,"tract"
,709581.70,3970344.00,"tract"
,709591.40,3970342.80,"tract"
,709616.50,3970343.20,"tract"
,709627.30,3970342.30,"tract"
,709582.50,3970343.70,"tract"
,709581.50,3970344.00,"tract"
,709619.40,3970343.10,"tract"
,709610.30,3970343.60,"tract"
,709585.00,3970343.80,"tract"
,709615.10,3970342.70,"tract"
,709583.60,3970343.80,"tract"
,709610.30,3970343.40,"tract"
,709626.70,3970342.30,"tract"
,709591.30,3970342.20,"tract"
,709622.70,3970342.60,"tract"
,709619.30,3970342.30,"tract"
,709597.90,3970344.00,"tract"
,709607.80,3970342.90,"tract"
,709620.00,3970342.80,"tract"
,709582.40,3970343.70,"tract"
,709609.30,3970343.40,"tract"
,709613.90,3970344.10,"tract"
,709631.10,3970344.00,"tract"
,709631.20,3970342.50,"tract"
,709585.00,3970342.90,"tract"
,709590.60,3970343.00,"tract"
,709615.60,3970343.80,"tract"
,709607.50,3970343.70,"tract"
,709600.20,3970344.00,"tract"
,709607.90,3970342.80,"tract"
,709588.50,3970342.50,"tract"
,709625.20,3970344.00,"tract"
,709602.10,3970343.10,"tract"
,709603.60,3970342.40,"tract"
,709603.30,3970342.70,"tract"
,709631.00,3970342.70,"tract"
,709604.80,3970342.10,"tract"
,709619.40,3970342.60,"tract"
,709628.90,3970342.50,"tract"
,709631.90,3970344.10,"tract"
,709584.30,3970343.20,"tract"
,709581.70,3970342.20,"tract"
,709580.70,3970343.80,"tract"
,709595.30,3970343.30,"tract"
,709632.30,3970343.00,"tract"
,709589.70,3970343.80,"tract"
,709622.90,3970342.10,"tract"
,709623.00,3970343.90,"tract"
,709635.30,3970344.00,"tract"
,709618.60,3970343.50,"tract"
,709599.20,3970343.10,"tract"
,709623.30,3970343.60,"tract"
,709587.50,3970343.60,"tract"
,709580.30,3970343.90,"tract"
,709587.00,3970342.20,"tract"
,709601.00,3970342.80,"tract"
,709631.00,3970343.00,"tract"
,709625.10,3970342.50,"tract"
,709610.40,3970343.90,"tract"
,709630.50,3970343.20,"tract"
,709591.20,3970342.90,"tract"
,709610.70,3970343.60,"tract"
,709613.40,3970343.80,"tract"
,709581.60,3970342.60,"tract"
,709585.90,3970342.40,"tract"
,709632.30,3970342.50,"tract"
,709613.70,3970343.30,"tract"
,709583.10,3970343.70,"tract"
,709620.30,3970343.80,"tract"
,709632.20,3970343.10,"tract"
,709597.50,3970344.00,"tract"
,709584.60,3970343.50,"tract"
,709628.90,3970342.10,"tract"
,709611.60,3970343.20,"tract"
,709592.80,3970343.00,"tract"
,709629.00,3970342.40,"tract"
,709633.20,3970342.40,"tract"
,709604.20,3970343.00,"tract"
,709600.70,3970342.70,"tract"
,709600.30,3970343.90,"tract"
,709606.70,3970343.90,"tract"
,709618.20,3970342.40,"tract"
,709628.90,3970342.70,"tract"
,709622.30,3970343.20,"tract"
,709584.80,3970343.80,"tract"
,709594.80,3970343.20,"tract"
,709633.20,3970342.30,"tract"
,709602.10,3970343.30,"tract"
,709629.80,3970343.60,"tract"
,709599.40,3970343.60,"tract"
,709620.20,3970343.80,"tract"
,709597.30,3970342.90,"tract"
,709622.80,3970342.50,"tract"
,709594.40,3970343.80,"tract"
,709595.10,3970343.80,"tract"
,709603.40,3970343.40,"tract"
,709619.60,3970343.00,"tract"
,709584.50,3970343.60,"tract"
,709621.40,3970342.40,"tract"
,709604.80,3970342.10,"tract"
,709613.10,3970342.10,"tract"
,709631.60,3970343.20,"tract"
,709604.90,3970342.60,"tract"
,709604.40,3970342.80,"tract"
,709586.90,3970343.00,"tract"
,709626.70,3970343.70,"tract"
,709606.00,3970343.30,"tract"
,709588.40,3970342.90,"tract"
,709607.40,3970343.10,"tract"
,709620.30,3970343.40,"tract"
,709633.10,3970342.70,"tract"
,709633.10,3970342.90,"tract"
,709617.00,3970342.10,"tract"
,709613.50,3970343.10,"tract"
,709633.50,3970342.70,"tract"
,709589.80,3970343.50,"tract"
,709603.20,3970343.60,"tract"
,709582.20,3970343.30,"tract"
,709590.10,3970342.80,"tract"
,709585.30,3970343.70,"tract"
,709632.90,3970343.10,"tract"
,709622.60,3970343.80,"tract"
,709579.80,3970343.80,"tract"
,709616.00,3970343.40,"tract"
,709624.90,3970343.80,"tract"
,709585.60,3970342.40,"tract"
,709631.30,3970342.80,"tract"
,709627.30,3970342.40,"tract"
,709586.20,3970343.60,"tract"
,709600.70,3970342.90,"tract"
,709581.70,3970342.70,"tract"
,709596.40,3970342.20,"tract"
,709633.90,3970343.50,"tract"
,709613.70,3970343.90,"tract"
,709627.00,3970342.70,"tract"
,709586.80,3970343.10,"tract"
,709618.60,3970342.70,"tract"
,709608.60,3970342.20,"tract"
,709596.00,3970343.40,"tract"
,709581.60,3970343.50,"tract"
,709628.40,3970343.90,"tract"
,709599.10,3970343.90,"tract"
,709587.70,3970343.00,"tract"
,709584.60,3970342.60,"tract"
,709607.40,3970343.20,"tract"
,709624.50,3970343.80,"tract"
,709609.50,3970342.10,"tract"
,709629.10,3970343.20,"tract"
,709608.70,3970343.60,"tract"
,709592.50,3970342.20,"tract"
,709635.00,3970342.50,"tract"
,709584.20,3970342.20,"tract"
,709610.20,3970343.20,"tract"
,709617.00,3970342.40,"tract"
,709621.80,3970342.50,"tract"
,709609.60,3970343.40,"tract"
,709594.90,3970342.30,"tract"
,709606.60,3970343.80,"tract"
,709601.80,3970344.00,"tract"
,709582.30,3970342.50,"tract"
,709627.20,3970342.10,"tract"
,709610.80,3970342.50,"tract"
,709625.60,3970343.60,"tract"
,709629.60,3970343.90,"tract"
,709625.10,3970342.50,"tract"
,709609.50,3970342.30,"tract"
,709603.70,3970343.70,"tract"
,709579.20,3970343.20,"tract"
,709597.10,3970342.60,"tract"
,709593.90,3970342.50,"tract"
,709600.30,3970342.80,"tract"
,709607.30,3970326.80,"tract"
,709600.30,3970328.10,"tract"
,709617.50,3970327.70,"tract"
,709599.60,3970327.10,"tract"
,709584.30,3970328.60,"tract"
,709598.20,3970327.50,"tract"
,709601.00,3970327.90,"tract"
,709632.70,3970326.90,"tract"
,709624.70,3970326.90,"tract"
,709593.40,3970327.00,"tract"
,709595.10,3970327.00,"tract"
,709596.70,3970311.50,"tract"
,709623.30,3970313.20,"tract"
,709599.20,3970313.00,"tract"
,709590.90,3970311.80,"tract"
,709595.20,3970312.70,"tract"
,709586.60,3970312.20,"tract"
,709634.00,3970312.50,"tract"
,709591.60,3970313.20,"tract"
,709605.30,3970312.80,"tract"
,709610.30,3970312.90,"tract"
,709608.20,3970311.70,"tract"
,709603.00,3970312.40,"tract"
,709603.50,3970311.50,"tract"
,709587.30,3970312.40,"tract"
,709599.90,3970312.70,"tract"
,709596.70,3970311.70,"tract"
,709593.20,3970311.50,"tract"
,709600.10,3970312.40,"tract"
,709622.50,3970313.00,"tract"
,709590.50,3970311.90,"tract"
,709630.70,3970311.30,"tract"
,709634.50,3970311.40,"tract"
,709599.20,3970312.30,"tract"
,709622.50,3970311.90,"tract"
,709590.70,3970312.30,"tract"
,709605.10,3970312.20,"tract"
,709597.30,3970311.90,"tract"
,709621.00,3970312.70,"tract"
,709609.40,3970311.80,"tract"
,709590.60,3970312.90,"tract"
,709593.80,3970311.50,"tract"
,709586.80,3970313.30,"tract"
,709589.20,3970312.10,"tract"
,709598.60,3970311.60,"tract"
,709605.50,3970312.10,"tract"
,709619.20,3970313.20,"tract"
,709589.60,3970313.30,"tract"
,709591.90,3970311.40,"tract"
,709610.90,3970313.20,"tract"
,709629.20,3970311.80,"tract"
,709591.80,3970297.00,"tract"
,709615.70,3970296.50,"tract"
,709624.30,3970296.40,"tract"
,709622.60,3970297.50,"tract"
,709629.30,3970297.10,"tract"
,709626.90,3970296.20,"tract"
,709586.00,3970297.50,"tract"
,709588.80,3970296.50,"tract"
,709615.60,3970297.90,"tract"
,709610.90,3970295.90,"tract"
,709606.30,3970296.00,"tract"
,709592.90,3970297.80,"tract"
,709607.70,3970297.30,"tract"
,709608.00,3970297.50,"tract"
,709621.40,3970297.00,"tract"
,709643.20,3970281.80,"tract"
,709587.70,3970282.40,"tract"
,709589.90,3970281.60,"tract"
,709604.80,3970281.50,"tract"
,709581.10,3970281.70,"tract"
,709607.00,3970280.80,"tract"
,709597.50,3970282.30,"tract"
,709649.70,3970281.30,"tract"
,709632.80,3970282.40,"tract"
,709614.10,3970282.40,"tract"
,709580.70,3970281.50,"tract"
,709579.70,3970281.20,"tract"
,709580.00,3970280.70,"tract"
,709628.80,3970280.70,"tract"
,709643.60,3970281.70,"tract"
,709594.20,3970282.00,"tract"
,709600.40,3970281.00,"tract"
,709635.10,3970281.90,"tract"
,709642.90,3970281.60,"tract"
,709581.30,3970281.90,"tract"
,709643.60,3970282.50,"tract"
,709618.40,3970282.30,"tract"
,709593.00,3970281.10,"tract"
,709595.80,3970281.20,"tract"
,709614.10,3970281.90,"tract"
,709601.80,3970281.00,"tract"
,709628.60,3970282.10,"tract"
,709601.70,3970282.10,"tract"
,709628.80,3970280.80,"tract"
,709609.50,3970281.00,"tract"
,709600.90,3970281.80,"tract"
,709582.60,3970280.80,"tract"
